Date,Quantity ,Monetary,Amount,Index,Updown
105/03/09,4873667413,87722074364,924681,8634.11,-30.2
105/03/10,4847234890,86979509559,912645,8660.7,26.59
105/03/11,4696453516,89618730648,932516,8706.14,45.44
105/03/14,4958111936,1.01E+11,1001609,8747.9,41.76
105/03/15,5749788495,1.17E+11,1152022,8611.18,-136.72
105/03/16,4940468348,95303426426,931278,8699.14,87.96
105/03/17,5640225790,1.10E+11,1069422,8734.54,35.4
105/03/18,5058056953,1.18E+11,980140,8810.71,76.17
105/03/21,4189171268,83602377454,828164,8812.7,1.99
105/03/22,4537521519,87909107741,896141,8785.68,-27.02
105/03/23,4146764067,83001864735,841520,8766.09,-19.59
105/03/24,4332890552,81028032418,828433,8743.38,-22.71
105/03/25,3480063136,66971897265,668084,8704.97,-38.41
105/03/28,3632554168,69405830918,707968,8690.45,-14.52
105/03/29,4336733399,80354222855,863621,8617.35,-73.1
105/03/30,4449258360,89188136871,850273,8737.04,119.69
105/03/31,4483580039,96143315403,841211,8744.83,7.79
105/04/01,3512441617,74436466179,734759,8657.55,-87.28
105/04/06,4263805995,99649801435,948232,8513.3,-144.25
105/04/07,4325190072,85012242354,837480,8490.25,-23.05
105/04/08,4047158746,78914261945,783411,8541.5,51.25
105/04/11,3619493831,68897768432,705570,8562.59,21.09
105/04/12,4271104168,83753452252,844879,8531.18,-31.41
105/04/13,4800753162,92382932263,855055,8652.08,120.9
105/04/14,4320339298,82203414897,787098,8667.71,15.63
105/04/15,3728792198,79717512268,755854,8700.39,32.68
105/04/18,3363499191,65051346748,665225,8666.01,-34.38
105/04/19,4134113610,81358438759,767518,8633.72,-32.29
105/04/20,4810411902,96785720810,966647,8514.48,-119.24
105/04/21,3914269493,75973585587,760525,8568.65,54.17
105/04/22,3830670213,79070599556,792676,8535.75,-32.9
105/04/25,2931595283,56182234555,562358,8560.28,24.53
105/04/26,3346481055,62262529206,620548,8581.57,21.29
105/04/27,3487759816,68796176444,632097,8563.05,-18.52
105/04/28,3924535612,75136632590,717887,8473.87,-89.18
105/04/29,3580008782,79542764433,724482,8377.9,-95.97
105/05/03,3754668499,79541801189,728436,8294.12,-83.78
105/05/04,4149875379,82399462988,816079,8185.47,-108.65
105/05/05,3977941297,74975723000,745369,8167.96,-17.51
105/05/06,3953679305,84384286020,771662,8146.43,-21.53
105/05/09,3710952585,75447508377,708642,8131.83,-14.6
105/05/10,3741082502,70928843216,694280,8156.29,24.46
105/05/11,4047480787,80431862471,775750,8135.56,-20.73
105/05/12,3556435361,68548502596,669426,8108.05,-27.51
105/05/13,4225037084,89924012838,909771,8053.69,-54.36
105/05/16,3236743232,64686301497,667038,8067.6,13.91
105/05/17,3604249794,66672653501,700842,8140.48,72.88
105/05/18,3491764921,65383955852,701281,8159.68,19.2
105/05/19,3094933678,60422574449,644954,8095.98,-63.7
105/05/20,2850865571,58263286174,568897,8131.26,35.28
105/05/23,4649021224,90554982570,842513,8344.44,213.18
105/05/24,3555561356,64637921213,675116,8300.66,-43.78
105/05/25,4049980878,80459911960,783978,8396.2,95.54
105/05/26,3564495997,65478914576,674618,8394.12,-2.08
105/05/27,3409655231,68626136475,675938,8463.61,69.49
105/05/30,3779180371,78124791178,726736,8535.87,72.26
105/05/31,4925321959,1.16E+11,794488,8535.59,-0.28
105/06/01,4102121560,77190940287,782698,8597.16,61.57
105/06/02,4421236994,82188998656,791451,8556.02,-41.14
105/06/03,3420623169,64809532971,663124,8587.36,31.34
105/06/04,1895068731,30206861435,331442,8591.57,4.21
105/06/06,3053231196,61971449857,577384,8597.11,5.54
105/06/07,3984243487,85050278728,777187,8679.9,82.79
105/06/08,3682670146,85786188266,806517,8715.48,35.58
105/06/13,3574312269,83588012270,757737,8536.22,-179.26
105/06/14,3125064758,63850727683,643488,8576.12,39.9
105/06/15,3593085428,72856146856,690191,8606.37,30.25
105/06/16,3709135528,72824942425,697042,8494.14,-112.23
105/06/17,3484588797,73109254592,681269,8568.08,73.94
105/06/20,3001039154,61725407566,637099,8625.92,57.84
105/06/21,3377528665,70549583295,684126,8684.85,58.93
105/06/22,3557068248,72954740054,698182,8716.25,31.4
105/06/23,3111999285,60884859229,605289,8676.68,-39.57
105/06/24,5791547248,1.24E+11,1096022,8476.99,-199.69
105/06/27,3268493657,64019527635,608355,8458.87,-18.12
105/06/28,3822915741,73716722894,697522,8505.51,46.64
105/06/29,4531025055,83049487440,798618,8586.56,81.05
105/06/30,4831561362,95446248784,854736,8666.58,80.02
105/07/01,4252995062,87367201283,814458,8738.24,71.66
105/07/04,3642526001,71901682699,692220,8760.58,22.34
105/07/05,3474978856,63985820013,655418,8716.07,-44.51
105/07/06,4209879163,79293353851,800325,8575.75,-140.32
105/07/07,3349857488,63917075018,646627,8640.91,65.16
105/07/11,4669541115,99362933862,871964,8786.47,145.56
105/07/12,4699030781,98294776994,871943,8841.46,54.99
105/07/13,4850884392,98433193150,929113,8857.75,16.29
105/07/14,4422952583,84659240045,841778,8866.36,8.61
105/07/15,4874982524,1.03E+11,976658,8949.85,83.49
105/07/18,4564796901,93473193654,867491,9008.21,58.36
105/07/19,4774586439,96280319405,922333,9034.87,26.66
105/07/20,4447845917,94869577884,913431,9007.68,-27.19
105/07/21,5201516603,1.01E+11,1007995,9056.56,48.88
105/07/22,4242274452,82046171596,840093,9013.14,-43.42
105/07/25,4007179190,77600049546,777080,8991.67,-21.47
105/07/26,3925613098,76442857722,726303,9024.79,33.12
105/07/27,4970935255,96440644211,856895,9063.39,38.6
105/07/28,4766003386,88750752651,842748,9076.64,13.25
105/07/29,3852627640,79791349789,717081,8984.41,-92.23
105/08/01,3871706261,78804102182,765901,9080.71,96.3
105/08/02,3884166772,74010051370,737921,9068.76,-11.95
105/08/03,3834059543,70771446177,732463,9001.71,-67.05
105/08/04,3829779330,74418273151,713559,9024.71,23
105/08/05,4226749494,84243393706,791540,9092.12,67.41
105/08/08,4083690279,83400282896,751688,9150.26,58.14
105/08/09,4066821718,79859408846,799032,9155.08,4.82
105/08/10,4225760731,80598942348,792698,9200.42,45.34
105/08/11,4760190883,93559858446,880676,9131.83,-68.59
105/08/12,4015197342,88441767577,825333,9150.39,18.56
105/08/15,4100081258,79893213002,760158,9148.51,-1.88
105/08/16,4451022067,84870784913,797042,9110.36,-38.15
105/08/17,3978438268,81245429214,839612,9117.7,7.34
105/08/18,4015535468,79316393081,753628,9122.5,4.8
105/08/19,4388582310,83781157067,808295,9034.27,-88.23
105/08/22,3885584470,69450728803,727963,8981.81,-52.46
105/08/23,3836367256,66902162224,655444,9030.93,49.12
105/08/24,3518670453,61538427352,668789,9017.38,-13.55
105/08/25,4269679972,78658927216,775060,9115.47,98.09
105/08/26,3595701488,65815985228,687227,9131.72,16.25
105/08/29,3794844122,67625369701,714824,9110.17,-21.55
105/08/30,3756596422,69582701507,726447,9110.56,0.39
105/08/31,4267889536,87048793580,806189,9068.85,-41.71
105/09/01,4053283316,80568510876,783833,9001.15,-67.7
105/09/02,4303473486,79935908743,813990,8987.55,-13.6
105/09/05,3605627823,64015544012,632790,9090.13,102.58
105/09/06,4111738487,76499163461,744781,9181.85,91.72
105/09/07,4782818269,93062897809,842050,9259.07,77.22
105/09/08,3981132399,77969939336,752880,9262.89,3.82
105/09/09,3555480447,67475789905,670494,9164.88,-98.01
105/09/10,2966690082,48599834344,521418,9053.69,-111.19
105/09/12,3634678303,76385472484,698520,8947.06,-106.63
105/09/13,3839352136,78995501732,751687,8940.83,-6.23
105/09/14,3287147362,85671454406,669518,8902.3,-38.53
105/09/19,4055905456,1.00E+11,773231,9152.88,250.58
105/09/20,3637156449,69490591428,665784,9161.58,8.7
105/09/21,3855290963,74108548817,742404,9228.5,66.92
105/09/22,3664350552,71438274973,707555,9235.26,6.76
105/09/23,3223134406,65359211753,673280,9284.62,49.36
105/09/26,2625293453,55727556974,544364,9194.52,-90.1
105/09/29,3723139479,89971697637,799500,9270.9,76.38
105/09/30,3426034697,74600632574,690048,9166.85,-104.05
105/10/03,3002161742,55597456402,571417,9234.2,67.35
105/10/04,3066078644,62014403325,661773,9287.77,53.57
105/10/05,3002597984,60936666203,615998,9272.28,-15.49
105/10/06,3137942343,63331394814,633418,9284.31,12.03
105/10/07,2981282506,63235529397,653647,9265.81,-18.5
105/10/11,4127460101,89690544555,874057,9219.82,-45.99
105/10/12,3407399739,66304575010,649095,9252.6,32.78
105/10/13,3342252755,75218324164,714011,9219.17,-33.43
105/10/14,3222233294,67985163367,656200,9165.17,-54
105/10/17,3082126225,61546873092,598424,9176.22,11.05
105/10/18,3058813019,64138110361,593138,9222.58,46.36
105/10/19,3429784279,73889069126,710457,9283.99,61.41
105/10/20,3523381006,65312097572,694444,9317.24,33.25
105/10/21,3773891183,76007429901,674656,9306.57,-10.67
105/10/24,3043948395,57857039710,590798,9322.5,15.93
105/10/25,3568506720,65726460665,652687,9385.65,63.15
105/10/26,3200802159,61344471335,605696,9362.25,-23.4
105/10/27,3436938226,67880845278,664166,9299.55,-62.7
105/10/28,3124888852,64114045071,603958,9306.92,7.37
105/10/31,2933043294,59927008062,571396,9290.12,-16.8
105/11/01,2497659272,49384447728,517806,9272.7,-17.42
105/11/02,3184164932,64249958155,676018,9139.04,-133.66
105/11/03,3204101005,67542159332,673612,9067.27,-71.77
105/11/04,2739339593,53149641659,564001,9068.15,0.88
105/11/07,2835069903,56453320323,552280,9189.84,121.69
105/11/08,3072696401,57810135608,596840,9217.43,27.59
105/11/09,6044384705,1.20E+11,1140553,8943.2,-274.23
105/11/10,4506916209,89574137020,818741,9152.18,208.98
105/11/11,5065759555,1.14E+11,1048563,8957.76,-194.42
105/11/14,4637858338,98452839687,903406,8940.4,-17.36
105/11/15,4100692578,80380985347,824147,8931.03,-9.37
105/11/16,3914412181,78312045650,786422,8962.22,31.19
105/11/17,3579224996,64481024051,704226,8995.26,33.04
105/11/18,3746952412,70078736166,785524,9008.79,13.53
105/11/21,3751486947,62875145368,739598,9041.11,32.32
105/11/22,4636095156,81661771425,882450,9133.39,92.28
105/11/23,4276380428,75384902802,834062,9178.23,44.84
105/11/24,4041910493,65397719688,733502,9152.11,-26.12
105/11/25,3665470614,58802328691,686881,9159.07,6.96
105/11/28,4250435547,72592036106,773036,9222.24,63.17
105/11/29,4314651140,75711056979,783283,9192.38,-29.86
105/11/30,4869513418,1.08E+11,843347,9240.71,48.33
105/12/01,4136060659,75155573040,833131,9263.53,22.82
105/12/02,3786805782,76297964684,780668,9189.49,-74.04
105/12/05,3391496476,63592584448,693698,9160.66,-28.83
105/12/06,3667576986,71426220272,737772,9250.77,90.11
105/12/07,3636815416,66724838662,707178,9263.89,13.12
105/12/08,4549781790,91034926934,910895,9375.86,111.97
105/12/09,3964574188,78068803613,782282,9392.68,16.82
105/12/12,4035825377,74175683178,777262,9349.94,-42.74
105/12/13,3812248527,70197974184,766143,9382.14,32.2
105/12/14,3434019334,67479724522,719840,9368.52,-13.62
105/12/15,3836100069,71903813748,732953,9360.35,-8.17
105/12/16,3675553844,80406391525,740350,9326.78,-33.57
105/12/19,3156197159,58090807688,631988,9239.32,-87.46
105/12/20,3372611446,60343314153,630408,9242.41,3.09
105/12/21,3195514727,59331527595,598839,9204.26,-38.15
105/12/22,3277666436,58285930512,628518,9118.75,-85.51
105/12/23,2935828030,53371654474,583205,9078.64,-40.11
105/12/26,2047647847,32303039201,389028,9110.54,31.9
105/12/27,2082870472,33728533280,399921,9109.27,-1.27
105/12/28,2801681236,47787720809,503232,9201.4,92.13
105/12/29,2703276096,52765537345,509429,9153.09,-48.31
105/12/30,2740107596,57440768952,567025,9253.5,100.41
106/01/03,2490220049,46113898863,502365,9272.88,19.38
106/01/04,2902225383,57298745336,617387,9286.96,14.08
106/01/05,3925580780,77570633083,759123,9358.14,71.18
106/01/06,3607840930,70913380389,722508,9372.22,14.08
106/01/09,3551476599,64708958882,684113,9342.42,-29.8
106/01/10,3289324247,60598143249,637034,9349.64,7.22
106/01/11,3680625074,73941460978,744387,9345.74,-3.9
106/01/12,3771167251,77843540798,770008,9410.18,64.44
106/01/13,3293064718,72909568901,649509,9378.83,-31.35
106/01/16,3066709541,58354654137,611380,9292.33,-86.5
106/01/17,3052796892,58879214644,607637,9354.53,62.2
106/01/18,3744987831,77677598664,793392,9341.97,-12.56
106/01/19,3614825738,81677909780,769639,9318.12,-23.85
106/01/20,3098080735,72733394069,663036,9331.46,13.34
106/01/23,3219340160,78442540687,700799,9424.05,92.59
106/01/24,3362191880,90355629176,776056,9447.95,23.9
106/02/02,5119534614,1.48E+11,1131546,9428.97,-18.98
106/02/03,5068371711,1.02E+11,1056855,9455.56,26.59
106/02/06,5510906552,1.02E+11,1076125,9538.01,82.45
106/02/07,4932873379,95709593373,988506,9554.56,16.55
106/02/08,5300856389,1.11E+11,1082850,9543.25,-11.31
106/02/09,5264593609,1.06E+11,1038404,9590.18,46.93
106/02/10,6240806015,1.37E+11,1209286,9665.59,75.41
106/02/13,5255562269,1.01E+11,1023598,9710.32,44.73
106/02/14,5531133656,1.14E+11,1072534,9718.78,8.46
106/02/15,5748794719,1.18E+11,1165369,9799.76,80.98
106/02/16,5167818860,1.08E+11,1033581,9771.25,-28.51
106/02/17,4358105024,95178870089,916682,9759.76,-11.49
106/02/18,3411356161,61980819056,664672,9779.92,20.16
106/02/20,4750607829,97817579999,996037,9753.2,-26.72
106/02/21,4604650193,90064360265,935626,9763.93,10.73
106/02/22,4853832134,1.01E+11,975734,9778.78,14.85
106/02/23,4655622523,1.01E+11,966823,9769.31,-9.47
106/02/24,4221089121,92653105234,887717,9750.47,-18.84
106/03/01,4352913007,99915928382,981872,9674.78,-75.69
106/03/02,4761241087,1.04E+11,989848,9691.8,17.02
106/03/03,4165254128,85467058840,891917,9648.21,-43.59
106/03/06,3722553150,68845014663,769593,9682.63,34.42
106/03/07,3874251922,71771505561,771173,9738.07,55.44
106/03/08,4196044437,82579673298,857665,9753.45,15.38
106/03/09,4805336100,90358029649,982043,9658.61,-94.84
106/03/10,4616512391,89769254472,961607,9627.89,-30.72
106/03/13,4101677979,82907786529,843499,9697.34,69.45
106/03/14,4677117001,92252375306,909928,9744.21,46.87
106/03/15,3889942507,72564879826,813385,9740.31,-3.9
106/03/16,4560309831,95550625488,932250,9837.83,97.52
106/03/17,4951138499,1.10E+11,979183,9908.69,70.86
106/03/20,4203851177,84500561261,914394,9912.97,4.28
106/03/21,4552153526,1.00E+11,1034233,9972.49,59.52
106/03/22,4437300856,97448772149,958889,9922.66,-49.83
106/03/23,4726452783,1.02E+11,1038473,9930.74,8.08
106/03/24,4184614572,89295142320,922368,9902.98,-27.76
106/03/27,4199023557,88437955668,946805,9876.77,-26.21
106/03/28,4833690290,1.05E+11,1049582,9876.45,-0.32
106/03/29,4341930175,88748191723,862064,9856.25,-20.2
106/03/30,4255899858,91751321697,903406,9848.15,-8.1
106/03/31,4182990319,1.04E+11,908989,9811.52,-36.63
106/04/05,4994427771,1.28E+11,1152742,9949.48,137.96
106/04/06,4127687529,92189842922,880097,9897.8,-51.68
106/04/07,4664377829,1.03E+11,972990,9873.37,-24.43
106/04/10,4447518686,87324479551,916553,9882.54,9.17
106/04/11,4489653247,94530659488,973079,9832.42,-50.12
106/04/12,4590275231,90024264907,925670,9817.68,-14.74
106/04/13,4547938309,86707759869,872730,9836.68,19
106/04/14,4501756551,87186593277,871192,9732.93,-103.75
106/04/17,4208924311,78206767172,809977,9716.4,-16.53
106/04/18,3700798457,74133133382,724402,9746.56,30.16
106/04/19,4375018595,88231324233,899405,9639.94,-106.62
106/04/20,3972099050,84241729031,777038,9632.69,-7.25
106/04/21,3539298570,71141764011,711662,9717.41,84.72
106/04/24,3213220312,66653796607,648179,9717.95,0.54
106/04/25,4424779652,93438289016,858803,9841.71,123.76
106/04/26,4714162637,1.03E+11,910871,9856.45,14.74
106/04/27,3886027373,83500011125,770132,9860.62,4.17
106/04/28,4246227339,1.00E+11,862542,9872,11.38
106/05/02,4583066720,1.13E+11,890516,9941.27,69.27
106/05/03,3897253613,80923728874,760846,9955.33,14.06
106/05/04,3579143799,75709450990,747116,9967.64,12.31
106/05/05,3702206175,75879221397,741718,9899.94,-67.7
106/05/08,3862471049,86015234087,764440,9937.25,37.31
106/05/09,4803642000,1.10E+11,941894,9915.48,-21.77
106/05/10,4203615748,91684675118,833782,9968.32,52.84
106/05/11,4597490855,98480520370,839341,10001.48,33.16
106/05/12,4252428079,93149330050,806303,9986.82,-14.66
106/05/15,4120343547,88454721807,791966,10036.82,50
106/05/16,4501384032,1.05E+11,902385,10031.49,-5.33
106/05/17,3899312658,84228391680,777400,10013.67,-17.82
106/05/18,3876042835,84073982529,766058,9969.45,-44.22
106/05/19,3537228615,70709301681,684031,9947.62,-21.83
106/05/22,3274562987,71864155555,692703,9997.26,49.64
106/05/23,3831722898,82269159789,769269,10007.84,10.58
106/05/24,3789171772,81916556826,769394,10044.42,36.58
106/05/25,4485613092,96385707053,877299,10108.49,64.07
106/05/26,3980971963,92756091654,807283,10101.95,-6.54
106/05/31,4580700178,1.25E+11,839510,10040.72,-61.23
106/06/01,3935374785,82752107040,788309,10087.42,46.7
106/06/02,4262071599,88417012089,844921,10152.53,65.11
106/06/03,2798294261,46104007889,522879,10158.15,5.62
106/06/05,4481379792,93903092656,908436,10226.84,68.69
106/06/06,4293252680,87145486178,824407,10206.18,-20.66
106/06/07,4559947908,1.04E+11,886598,10209.99,3.81
106/06/08,4040636518,86075208126,775410,10225.78,15.79
106/06/09,4677580150,1.04E+11,915527,10199.65,-26.13
106/06/12,3985616060,91468337323,780379,10109.96,-89.69
106/06/13,3602428296,82706434189,706271,10128.15,18.19
106/06/14,4552307234,1.01E+11,870178,10072.46,-55.69
106/06/15,3918532212,79321844333,712871,10088.35,15.89
106/06/16,4404312440,98019446528,767360,10156.73,68.38
106/06/19,4269513695,90699678925,796152,10250.6,93.87
106/06/20,4530397192,94891334506,802935,10324.46,73.86
106/06/21,5132712376,1.11E+11,955178,10349.72,25.26
106/06/22,4738922736,97969279194,833859,10399.06,49.34
106/06/23,4289799239,91395185958,754442,10377.7,-21.36
106/06/26,5791622097,1.35E+11,980822,10513.96,136.26
106/06/27,5598438384,1.15E+11,957427,10512.06,-1.9
106/06/28,6023213594,1.25E+11,1005185,10390.55,-121.51
106/06/29,5402821207,1.00E+11,885847,10421.65,31.1
106/06/30,4536306301,95304784071,766524,10395.07,-26.58
106/07/03,4453084827,85666492787,746470,10412.79,17.72
106/07/04,4893991008,92728204144,869492,10347.78,-65.01
106/07/05,4293552119,84959839288,741278,10404.79,57.01
106/07/06,3994714104,87544601839,683735,10368.2,-36.59
106/07/07,3741612587,83791845935,679599,10297.25,-70.95
106/07/10,3961608955,82621691351,727075,10289.91,-7.34
106/07/11,4808364004,1.10E+11,820143,10415.57,125.66
106/07/12,5099777806,1.12E+11,875524,10420.68,5.11
106/07/13,5724517384,1.18E+11,937638,10460.15,39.47
106/07/14,4863496117,1.01E+11,841899,10443.91,-16.24
106/07/17,4824543675,1.00E+11,841487,10457.54,13.63
106/07/18,4840898103,97241737168,826043,10481.26,23.72
106/07/19,5429199016,1.20E+11,980681,10506.1,24.84
106/07/20,5016236548,1.04E+11,865594,10499.36,-6.74
106/07/21,4167695472,85631515057,750886,10436.7,-62.66
106/07/24,3935837624,82964547962,732545,10461.28,24.58
106/07/25,4566876036,93217152274,811780,10463.15,1.87
106/07/26,5320582357,1.10E+11,922913,10419.11,-44.04
106/07/27,5521768225,1.10E+11,926175,10508.37,89.26
106/07/28,4504894920,98797187245,797486,10423.05,-85.32
106/07/31,4379828777,96853698866,774704,10427.33,4.28
106/08/01,5390357272,1.13E+11,950358,10437.29,9.96
106/08/02,5537089480,1.25E+11,982034,10519.27,81.98
106/08/03,5014480467,1.11E+11,911308,10469.88,-49.39
106/08/04,5216082839,1.14E+11,975513,10506.56,36.68
106/08/07,5672576274,1.28E+11,1039179,10579.38,72.82
106/08/08,5985191067,1.34E+11,1104055,10568.97,-10.41
106/08/09,5456480435,1.13E+11,978770,10470.38,-98.59
106/08/10,6392060155,1.37E+11,1133168,10329.74,-140.64
106/08/11,5864918084,1.23E+11,933305,10329.57,-0.17
106/08/14,5432947274,1.09E+11,981001,10225.28,-104.29
106/08/15,5054840403,95342619979,852563,10311.16,85.88
106/08/16,5191539359,1.00E+11,988309,10290.39,-20.77
106/08/17,5616791323,98969617234,950161,10369.37,78.98
106/08/18,5044204395,90157457050,895113,10321.33,-48.04
106/08/21,4578949234,86463292778,858810,10326.39,5.06
106/08/22,5549157467,1.11E+11,1002180,10392.07,65.68
106/08/23,5641405263,1.17E+11,1042119,10406.81,14.74
106/08/24,5808139755,1.18E+11,1037836,10488.96,82.15
106/08/25,6024909572,1.22E+11,1093091,10515.51,26.55
106/08/28,5890372644,1.15E+11,1040947,10525.98,10.47
106/08/29,5814380272,1.09E+11,1027443,10496.57,-29.41
106/08/30,5901288169,1.21E+11,1083348,10569.4,72.83
106/08/31,5945548107,1.29E+11,1068561,10585.78,16.38
106/09/01,6064861953,1.16E+11,1089003,10594.82,9.04
106/09/04,5498749075,1.07E+11,994838,10569.87,-24.95
106/09/05,5873609014,1.21E+11,1053207,10617.84,47.97
106/09/06,6210529776,1.30E+11,1158515,10547.86,-69.98
106/09/07,6412690437,1.33E+11,1188773,10538.51,-9.35
106/09/08,5779683575,1.23E+11,1079836,10609.95,71.44
106/09/11,5920435072,1.33E+11,1190211,10572.16,-37.79
106/09/12,5769101200,1.26E+11,1121196,10610.35,38.19
106/09/13,5853111895,1.30E+11,1096739,10532.88,-77.47
106/09/14,5522954635,1.24E+11,1054619,10553.57,20.69
106/09/15,6482820450,1.59E+11,1148796,10580.41,26.84
106/09/18,6950033376,1.36E+11,1255510,10631.57,51.16
106/09/19,6625270739,1.41E+11,1207986,10576.14,-55.43
106/09/20,5895804384,1.32E+11,1143225,10519.17,-56.97
106/09/21,5569265779,1.22E+11,989206,10578.44,59.27
106/09/22,5727401460,1.22E+11,1045965,10449.68,-128.76
106/09/25,5784894485,1.32E+11,1154076,10335.89,-113.79
106/09/26,5758755103,1.24E+11,1050424,10257.02,-78.87
106/09/27,5280623838,1.11E+11,884098,10326.68,69.66
106/09/28,5003507875,1.08E+11,897399,10296.45,-30.23
106/09/29,4925439728,1.02E+11,858030,10329.94,33.49
106/09/30,3583409388,54278685485,560930,10383.94,54
106/10/02,4720525520,1.02E+11,848525,10465.16,81.22
106/10/03,4790980468,1.09E+11,899943,10469.35,4.19
106/10/05,4672633583,1.07E+11,900642,10518.27,48.92
106/10/06,4669025799,1.09E+11,917418,10532.81,14.54
106/10/11,5950658523,1.56E+11,1183032,10641.19,108.38
106/10/12,5367696788,1.26E+11,1036278,10711.44,70.25
106/10/13,5252705145,1.24E+11,1007207,10724.09,12.65
106/10/16,5697392917,1.27E+11,1076400,10774.21,50.12
106/10/17,5300574136,1.21E+11,1054825,10723.15,-51.06
106/10/18,5743037974,1.38E+11,1148874,10720.28,-2.87
106/10/19,5461982551,1.20E+11,964094,10760.29,40.01
106/10/20,5337213956,1.26E+11,959798,10728.88,-31.41
106/10/23,4926106311,1.06E+11,907378,10735.21,6.33
106/10/24,5237811759,1.12E+11,970401,10743.78,8.57
106/10/25,5508162643,1.20E+11,1064287,10750.57,6.79
106/10/26,5218891689,1.12E+11,940182,10734.76,-15.81
106/10/27,6671349862,1.49E+11,1241644,10709.11,-25.65
106/10/30,5553482791,1.25E+11,992319,10756.87,47.76
106/10/31,5326084818,1.19E+11,964342,10793.8,36.93
106/11/01,5922894127,1.29E+11,1071018,10806.36,12.56
106/11/02,5623447218,1.20E+11,1057759,10788.51,-17.85
106/11/03,5322948383,1.16E+11,965396,10800.77,12.26
106/11/06,5351919578,1.14E+11,965308,10786.19,-14.58
106/11/07,6076222808,1.28E+11,1125887,10840.34,54.15
106/11/08,5841076483,1.21E+11,1099538,10818.99,-21.35
106/11/09,6796045791,1.49E+11,1292325,10743.27,-75.72
106/11/10,5788395239,1.20E+11,1031970,10732.67,-10.6
106/11/13,6384150746,1.30E+11,1150414,10683.92,-48.75
106/11/14,6180626160,1.25E+11,1099809,10687.18,3.26
106/11/15,5744455073,1.29E+11,1092459,10630.65,-56.53
106/11/16,5341731411,1.06E+11,964984,10625.04,-5.61
106/11/17,5974753724,1.28E+11,1066910,10701.64,76.6
106/11/20,5807282048,1.11E+11,1009220,10664.55,-37.09
106/11/21,7053601407,1.39E+11,1235509,10779.24,114.69
106/11/22,8528991161,1.80E+11,1493696,10822.59,43.35
106/11/23,6616309822,1.31E+11,1167285,10854.57,31.98
106/11/24,6581726455,1.29E+11,1157941,10854.09,-0.48
106/11/27,6542165679,1.35E+11,1145566,10750.93,-103.16
106/11/28,6703436361,1.42E+11,1204400,10707.07,-43.86
106/11/29,6677175383,1.36E+11,1230839,10713.55,6.48
106/11/30,8809780282,2.34E+11,1487866,10560.44,-153.11
106/12/01,7933236119,1.81E+11,1527375,10600.37,39.93
106/12/04,6430784687,1.30E+11,1144851,10651.11,50.74
106/12/05,6970138923,1.47E+11,1310338,10566.85,-84.26
106/12/06,7215142961,1.61E+11,1277076,10393.92,-172.93
106/12/07,6593705046,1.39E+11,1127677,10355.76,-38.16
106/12/08,6220995884,1.31E+11,1092197,10398.62,42.86
106/12/11,6037430874,1.18E+11,1035369,10473.09,74.47
