Date,Quantity,Monetary,Amount,Index,Updown
106/12/06,7215142961,1.61325E+11,1277076,10393.92,-172.93
106/12/07,6593705046,1.38536E+11,1127677,10355.76,-38.16
106/12/08,6220995884,1.30821E+11,1092197,10398.62,42.86
106/12/11,6037430874,1.17917E+11,1035369,10473.09,74.47
106/12/12,5475479592,1.08921E+11,964760,10443.28,-29.81
106/12/13,5215130556,1.03929E+11,958674,10470.7,27.42
106/12/14,5600785133,1.13661E+11,1027260,10538.01,67.31
106/12/15,5727664985,1.26673E+11,966006,10491.44,-46.57
106/12/18,4588561055,96046418831,874477,10506.52,15.08
106/12/19,5098487325,1.12683E+11,958014,10467.34,-39.18
106/12/20,5084408110,1.03872E+11,946159,10504.52,37.18
106/12/21,5089181777,99221790281,912624,10488.97,-15.55
106/12/22,4591388453,91994484539,848046,10537.27,48.3
106/12/25,4356973081,81617030326,837153,10522.49,-14.78
106/12/26,5063760784,97562886205,918009,10421.91,-100.58
106/12/27,4919533526,92597567592,876258,10486.67,64.76
106/12/28,5457228746,1.10344E+11,950937,10567.64,80.97
106/12/29,5349314892,1.09938E+11,994709,10642.86,75.22
107/01/02,5393557894,1.04486E+11,1010745,10710.73,67.87
107/01/03,6544990989,1.41724E+11,1261265,10801.57,90.84
107/01/04,6740175303,1.43687E+11,1320748,10848.63,47.06
107/01/05,6715972144,1.44005E+11,1278348,10879.8,31.17
107/01/08,6747313493,1.39302E+11,1338571,10915.75,35.95
107/01/09,6453410283,1.33211E+11,1185568,10914.89,-0.86
107/01/10,6815293008,1.39188E+11,1262433,10831.09,-83.8
107/01/11,5956643953,1.24657E+11,1105588,10810.06,-21.03
107/01/12,6419338409,1.28002E+11,1128608,10883.96,73.9
107/01/15,6273636454,1.27032E+11,1083726,10956.31,72.35
107/01/16,6569860182,1.32985E+11,1185510,10986.11,29.8
107/01/17,7468213298,1.486E+11,1368586,11004.8,18.69
107/01/18,7149380963,1.52081E+11,1247389,11071.57,66.77
107/01/19,6276312147,1.3705E+11,1125538,11150.85,79.28
107/01/22,7242725457,1.5058E+11,1239223,11231.46,80.61
107/01/23,7873977230,1.64931E+11,1310507,11253.11,21.65
107/01/24,7272231969,1.48084E+11,1198267,11152.16,-100.95
107/01/25,7802501963,1.63781E+11,1321496,11165.95,13.79
107/01/26,6638578790,1.38815E+11,1139438,11147.1,-18.85
107/01/29,6316563408,1.32366E+11,1094115,11221.81,74.71
107/01/30,6737209253,1.3921E+11,1148525,11076.78,-145.03
107/01/31,6625691373,1.35776E+11,1087145,11103.79,27.01
107/02/01,6159445664,1.22834E+11,1019601,11160.25,56.46
107/02/02,5567454998,1.21023E+11,936819,11126.23,-34.02
107/02/05,6014356481,1.30164E+11,1082776,10946.25,-179.98
107/02/06,10480219602,2.42497E+11,2040709,10404,-542.25
107/02/07,7521254378,1.75737E+11,1348104,10551.54,147.54
107/02/08,6101573814,1.21754E+11,1034150,10528.52,-23.02
107/02/09,6421173807,1.51991E+11,1261285,10371.75,-156.77
107/02/12,4309653550,1.10415E+11,920462,10421.09,49.34
107/02/21,6062820063,1.55038E+11,1156041,10714.44,293.35
107/02/22,6153849673,1.28208E+11,1008798,10662.38,-52.06
107/02/23,6362066582,1.27871E+11,1126176,10794.55,132.17
107/02/26,6063669788,1.22253E+11,1050586,10836.7,42.15
107/02/27,6624161500,1.3974E+11,1111949,10815.47,-21.23
107/03/01,6409193106,1.31952E+11,1119451,10785.79,-29.68
107/03/02,5540635421,1.11338E+11,1006291,10698.17,-87.62
107/03/05,5336510339,1.1369E+11,1028536,10642.9,-55.27
107/03/06,5085558928,1.12679E+11,927193,10784.34,141.44
107/03/07,5642178343,1.23354E+11,1030385,10745.32,-39.02
107/03/08,6378116374,1.21436E+11,1072781,10823.24,77.92
107/03/09,6282166877,1.25067E+11,1053649,10864.82,41.58
107/03/12,6991178817,1.4114E+11,1186002,11002.1,137.28
107/03/13,6549500632,1.34213E+11,1121634,11095.63,93.53
107/03/14,5974563971,1.20081E+11,1054265,11038.8,-56.83
107/03/15,5841194632,1.1295E+11,967890,11018.45,-20.35
107/03/16,6617225747,1.68157E+11,1115901,11027.7,9.25
107/03/19,5611915481,1.12041E+11,965124,11046.9,19.2
107/03/20,5751472968,1.11609E+11,947970,11010.84,-36.06
107/03/21,6342379504,1.32783E+11,1097218,11011.07,0.23
107/03/22,7131905911,1.49801E+11,1221537,11005.84,-5.23
107/03/23,6868559459,1.49767E+11,1232383,10823.33,-182.51
107/03/26,5643019867,1.2077E+11,985624,10840.05,16.72
107/03/27,6348820225,1.31334E+11,1096007,10986.79,146.74
107/03/28,5690925732,1.17817E+11,1015037,10865.66,-121.13
107/03/29,5468779969,1.17737E+11,1023023,10845.92,-19.74
107/03/30,5834021898,1.1501E+11,1031634,10906.22,60.3
107/03/31,4423640021,76778668460,777091,10919.49,13.27
107/04/02,5336474517,1.03301E+11,964508,10888.27,-31.22
107/04/03,5301492210,1.1722E+11,1041381,10821.53,-66.74
107/04/09,5779699197,1.32386E+11,1159616,10893.53,72
107/04/10,6989937175,1.44178E+11,1273903,10927.18,33.65
107/04/11,6297419793,1.30018E+11,1142506,10974.02,46.84
107/04/12,5611874271,1.10834E+11,1008181,10955.29,-18.73
107/04/13,6238785909,1.25811E+11,1070532,10965.39,10.1
107/04/16,6409388023,1.27095E+11,1095323,10954.55,-10.84
107/04/17,6616520955,1.53987E+11,1215854,10810.45,-144.1
107/04/18,6543380349,1.48687E+11,1124573,10847.89,37.44
107/04/19,7111365126,1.5573E+11,1191068,10971.22,123.33
107/04/20,6806918316,1.58059E+11,1104024,10779.38,-191.84
107/04/23,6051313412,1.3701E+11,1053887,10697.13,-82.25
107/04/24,6782959305,1.60374E+11,1253403,10579.5,-117.63
107/04/25,6351251370,1.36777E+11,1088785,10559.97,-19.53
107/04/26,6642525657,1.41387E+11,1175271,10488.58,-71.39
107/04/27,5884380348,1.20026E+11,978682,10553.43,64.85
107/04/30,6128822684,1.19039E+11,944190,10657.88,104.45
107/05/02,6324416080,1.29079E+11,1023004,10618.81,-39.07
107/05/03,5841156553,1.24398E+11,993874,10514.18,-104.63
107/05/04,5653857640,1.20828E+11,958698,10529.37,15.19
107/05/07,6108995691,1.26047E+11,956892,10604.91,75.54
107/05/08,7064737649,1.33692E+11,1042424,10691.38,86.47
107/05/09,7074991040,1.35742E+11,1123979,10703.35,11.97
107/05/10,7062376802,1.39277E+11,1102455,10760.21,56.86
107/05/11,7399223416,1.65763E+11,1248505,10858.98,98.77
107/05/14,7222849033,1.45418E+11,1168845,10952.39,93.41
107/05/15,7275156962,1.54262E+11,1259302,10874.73,-77.66
107/05/16,7224691612,1.39E+11,1258230,10897.57,22.84
107/05/17,6908232453,1.33939E+11,1133488,10833.81,-63.76
107/05/18,6809564130,1.278E+11,1096584,10830.84,-2.97
107/05/21,7127060919,1.27521E+11,1111966,10966.2,135.36
107/05/22,7244202099,1.3465E+11,1115814,10938.73,-27.47
107/05/23,6751995051,1.39733E+11,1128547,10886.18,-52.55
107/05/24,6331255981,1.27685E+11,1063601,10936.93,50.75
107/05/25,6446493244,1.28991E+11,1077863,10942.3,5.37
107/05/28,6798818929,1.41153E+11,1126688,10987.77,45.47
107/05/29,6779308332,1.40619E+11,1158970,10964.12,-23.65
107/05/30,7427700284,1.63634E+11,1344635,10821.17,-142.95
107/05/31,8683904322,2.39264E+11,1405646,10874.96,53.79
107/06/01,6791499798,1.41333E+11,1235468,10949.08,74.12
107/06/04,7608946367,1.5757E+11,1297838,11109.5,160.42
107/06/05,7768901127,1.64355E+11,1354290,11100.11,-9.39
107/06/06,8106541820,1.73112E+11,1342941,11201.83,101.72
107/06/07,8651462832,1.90318E+11,1452869,11251.75,49.92
107/06/08,7457434235,1.62885E+11,1274963,11156.42,-95.33
107/06/11,6544815539,1.56306E+11,1205053,11149.23,-7.19
107/06/12,7363237748,1.83167E+11,1359741,11144.79,-4.44
107/06/13,7532863350,1.79179E+11,1379575,11173.21,28.42
107/06/14,7130242175,1.66994E+11,1350719,11013.98,-159.23
107/06/15,7438455164,1.93353E+11,1273779,11087.47,73.49
107/06/19,7290686719,1.72032E+11,1362200,10904.19,-183.28
107/06/20,7461838541,1.81022E+11,1402140,10927.44,23.25
107/06/21,6238887073,1.38276E+11,1106856,10941.07,13.63
107/06/22,6466160866,1.51619E+11,1205266,10899.28,-41.79
107/06/25,5583981499,1.26909E+11,1062748,10786.46,-112.82
107/06/26,6545486831,1.43021E+11,1198251,10742.17,-44.29
107/06/27,6039482471,1.49208E+11,1127177,10701.03,-41.14
107/06/28,5819485996,1.33003E+11,1056734,10654.28,-46.75
107/06/29,5905588515,1.41595E+11,1022448,10836.91,182.63
107/07/02,6297627910,1.44871E+11,1034537,10777.94,-58.97
107/07/03,6742265650,1.72612E+11,1238857,10715.72,-62.22
107/07/04,5478787032,1.23784E+11,953179,10721.87,6.15
107/07/05,5359021884,1.32502E+11,998158,10611.81,-110.06
107/07/06,6165283695,1.61645E+11,1180601,10608.57,-3.24
107/07/09,6127736656,1.40226E+11,986658,10720.28,111.71
107/07/10,6300857261,1.27041E+11,1012026,10756.89,36.61
107/07/11,5545633962,1.32017E+11,955501,10676.84,-80.05
107/07/12,5983221321,1.32744E+11,955007,10738.38,61.54
107/07/13,6738061000,1.45303E+11,1039898,10864.54,126.16
107/07/16,5842702203,1.26569E+11,948649,10817.45,-47.09
107/07/17,5769752253,1.3539E+11,998289,10778.99,-38.46
107/07/18,6625523497,1.65938E+11,1213014,10842.46,63.47
107/07/19,5902184753,1.44649E+11,986751,10835.38,-7.08
107/07/20,5917717874,1.67651E+11,1064472,10932.11,96.73
107/07/23,5548013259,1.50448E+11,1026847,10946.89,14.78
107/07/24,5925802969,1.46034E+11,1030270,10995.39,48.5
107/07/25,5563011487,1.24312E+11,937502,10965.79,-29.6
107/07/26,5644454704,1.34169E+11,1004961,11010.61,44.82
107/07/27,5679074504,1.26263E+11,1010105,11075.78,65.17
107/07/30,5483470910,1.26647E+11,973756,11033.54,-42.24
107/07/31,5767326753,1.59013E+11,1041231,11057.51,23.97
107/08/01,5996017371,1.4547E+11,1019958,11098.13,40.62
107/08/02,6199124933,1.42253E+11,1083246,10929.77,-168.36
107/08/03,4935006119,1.37475E+11,953146,11012.43,82.66
107/08/06,5237227569,1.16686E+11,919883,11024.1,11.67
107/08/07,5150225796,1.20856E+11,930272,10983.44,-40.66
107/08/08,5558289226,1.42566E+11,997166,11075.25,91.81
107/08/09,5319750759,1.26557E+11,919167,11028.07,-47.18
107/08/10,5009261499,1.25594E+11,961057,10983.68,-44.39
107/08/13,6399194482,1.59609E+11,1302649,10748.92,-234.76
107/08/14,5398052266,1.38415E+11,1042601,10824.23,75.31
107/08/15,5519384107,1.35552E+11,1144742,10716.75,-107.48
107/08/16,5550144713,1.41686E+11,1098522,10683.9,-32.85
107/08/17,4989296065,1.2828E+11,968410,10690.96,7.06
107/08/20,4629729381,1.1472E+11,927796,10699.05,8.09
107/08/21,4727595568,1.13743E+11,905699,10792.2,93.15
107/08/22,4728591327,98684270435,873111,10804.2,12
107/08/23,4769725906,1.01167E+11,886357,10863.13,58.93
107/08/24,4249499478,97695889124,814429,10809.35,-53.78
107/08/27,4313459806,1.06201E+11,849879,10902.21,92.86
107/08/28,4739152956,1.29738E+11,930690,10989.55,87.34
107/08/29,4557454639,1.20527E+11,904362,11099.57,110.02
107/08/30,4462463812,1.15793E+11,906323,11093.75,-5.82
107/08/31,4458244404,1.21926E+11,847882,11063.94,-29.81
107/09/03,4234197702,1.1315E+11,888862,10964.22,-99.72
107/09/04,4170510917,1.17853E+11,795778,11021.38,57.16
107/09/05,4513317388,1.18944E+11,883251,10995.13,-26.25
107/09/06,4796498118,1.3174E+11,960303,10924.3,-70.83
107/09/07,5429698576,1.53258E+11,1176559,10846.99,-77.31
107/09/10,5324887957,1.56528E+11,1166823,10725.8,-121.19
107/09/11,4711558008,1.29754E+11,979407,10752.3,26.5
107/09/12,4602769731,1.25287E+11,967583,10722.57,-29.73
107/09/13,4279561828,1.15706E+11,929226,10727.23,4.66
107/09/14,4848643672,1.29181E+11,1010627,10868.14,140.91
107/09/17,4052796855,91029213095,779311,10828.61,-39.53
107/09/18,4614731238,1.18128E+11,934460,10760.21,-68.4
107/09/19,4940750820,1.33093E+11,1007088,10857.27,97.06
107/09/20,4812017707,1.35189E+11,996376,10831.41,-25.86
107/09/21,5329716851,1.59611E+11,1088187,10972.41,141
107/09/25,4454281369,1.1624E+11,930351,10978.85,6.44
107/09/26,4424515006,1.08035E+11,900445,10974.19,-4.66
107/09/27,4678006285,1.23961E+11,986665,11034.19,60
107/09/28,4882600441,1.39262E+11,1008212,11006.34,-27.85
107/10/01,3999456337,93893565170,818813,11051.8,45.46
107/10/02,4364344732,1.08518E+11,887779,10919.63,-132.17
107/10/03,3933472751,1.01058E+11,860847,10863.94,-55.69
107/10/04,4190095302,1.13255E+11,935145,10718.91,-145.03
107/10/05,5546633629,1.50513E+11,1239882,10517.12,-201.79
107/10/08,4568330051,1.26874E+11,963348,10455.93,-61.19
107/10/09,4697177996,1.22748E+11,1029787,10466.83,10.9
107/10/11,8106979104,2.0945E+11,1784048,9806.11,-660.72
107/10/12,5971925811,1.48226E+11,1281351,10045.81,239.7
107/10/15,4747150473,1.18262E+11,986754,9901.12,-144.69
107/10/16,4364437995,1.08949E+11,956442,9981.1,79.98
107/10/17,4428849977,1.15453E+11,992373,9979.14,-1.96
107/10/18,3934317954,97721028236,850099,9953.73,-25.41
107/10/19,5105938592,1.26618E+11,1008528,9919.26,-34.47
107/10/22,4612358819,1.02262E+11,876585,9974.28,55.02
107/10/23,4586506051,1.03403E+11,930519,9775.2,-199.08
107/10/24,5256076794,1.24922E+11,1095016,9759.4,-15.8
107/10/25,5692966580,1.32318E+11,1158778,9520.79,-238.61
107/10/26,5138373822,1.32856E+11,1137098,9489.18,-31.61
107/10/29,4694880424,1.06914E+11,938929,9516.32,27.14
107/10/30,4538617371,1.01211E+11,920901,9526.11,9.79
107/10/31,5330499460,1.32007E+11,1050447,9802.13,276.02
107/11/01,5494351265,1.28963E+11,1061737,9844.74,42.61
107/11/02,6166533874,1.53949E+11,1205983,9906.59,61.85
107/11/05,4881248460,1.08897E+11,889652,9889.81,-16.78
107/11/06,4909283053,1.19196E+11,954177,9824.95,-64.86
107/11/07,4947603515,1.18542E+11,970925,9908.35,83.4
107/11/08,5069149565,1.20543E+11,1022681,9945.31,36.96
107/11/09,4442314349,1.02758E+11,887771,9830.01,-115.3
107/11/12,4124137532,91773138199,806689,9831.21,1.2
107/11/13,5100040520,1.13499E+11,997621,9775.84,-55.37
107/11/14,4771348161,1.04728E+11,979042,9791.88,16.04
107/11/15,4542438638,98471208936,944258,9826.46,34.58
107/11/16,4804811233,1.18255E+11,1052058,9797.09,-29.37
107/11/19,4034353937,93254848646,843800,9828.69,31.6
107/11/20,3958878143,94008900501,848729,9743.99,-84.7
107/11/21,4168359212,1.02767E+11,905563,9741.52,-2.47
107/11/22,4054665951,99885638318,899121,9714.71,-26.81
107/11/23,3712052867,77557383544,763758,9667.3,-47.41
107/11/26,3938988241,91104691173,837578,9765.36,98.06
107/11/27,4333008909,1.01892E+11,939355,9778.62,13.26
107/11/28,5413428690,1.28735E+11,1162414,9884.31,105.69
107/11/29,5863859324,1.4425E+11,1251496,9885.36,1.05
107/11/30,6607048362,1.7133E+11,1194817,9888.03,2.67
107/12/03,6946878025,1.7073E+11,1404681,10137.87,249.84
107/12/04,5608425855,1.45776E+11,1229128,10083.54,-54.33
107/12/05,4775470945,1.1552E+11,1028395,9916.74,-166.8
107/12/06,5646459909,1.44303E+11,1301591,9684.72,-232.02
107/12/07,3942174058,99263597750,868323,9760.88,76.16
107/12/10,4266647968,1.00498E+11,940738,9647.54,-113.34
107/12/11,3653814843,92803242672,839163,9707.04,59.5
107/12/12,4137436106,1.02401E+11,921315,9816.45,109.41
107/12/13,4546795068,1.13888E+11,990923,9858.76,42.31
107/12/14,3931391957,97548330195,886843,9774.16,-84.6
107/12/17,3650943692,80679374181,779211,9787.53,13.37
107/12/18,4276570088,96717303977,944025,9718.82,-68.71
107/12/19,3976346583,91299708034,901645,9783.21,64.39
107/12/20,4259530460,95625770700,905163,9674.52,-108.69
107/12/21,4678645949,1.12465E+11,904805,9676.67,2.15
107/12/22,2329327867,38712598698,459160,9646.16,-30.51
107/12/24,3036249269,69036778986,702536,9639.7,-6.46
107/12/25,3588943049,73621130055,790106,9527.09,-112.61
107/12/26,3101879294,69620545072,718300,9478.99,-48.1
107/12/27,3676346987,82030943013,787310,9641.56,162.57
107/12/28,3102573670,74821387051,659996,9727.41,85.85
